Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour
1008,160,RM,21.0,2217,Pave,,Reg,Lvl
1009,20,RL,43.0,12118,Pave,,IR1,Lvl
1010,50,RL,60.0,6000,Pave,,Reg,Lvl
1011,50,RL,115.0,21286,Pave,,Reg,Lvl
1012,90,RL,75.0,9825,Pave,,Reg,Lvl
1013,70,RL,55.0,10592,Pave,,Reg,Lvl
1014,30,RM,60.0,7200,Pave,,Reg,Lvl
1015,20,RL,60.0,11664,Pave,,Reg,Lvl
1016,60,RL,70.0,8400,Pave,,Reg,Lvl
1017,20,RL,73.0,11883,Pave,,Reg,Lvl
1018,120,RL,,5814,Pave,,IR1,Lvl
1019,80,RL,,10784,Pave,,IR1,Lvl
1020,120,RL,43.0,3013,Pave,,Reg,Lvl
1021,20,RL,60.0,7024,Pave,,Reg,Lvl
1022,20,RL,64.0,7406,Pave,,Reg,Lvl
1023,50,RM,52.0,9439,Pave,,Reg,Lvl
1024,120,RL,43.0,3182,Pave,,Reg,Lvl
1025,20,RL,,15498,Pave,,IR1,Lvl
1026,20,RL,70.0,7700,Pave,,Reg,Lvl
1027,20,RL,73.0,9300,Pave,,Reg,Lvl
1028,20,RL,71.0,9520,Pave,,IR1,HLS
1029,50,RL,79.0,9492,Pave,,Reg,Lvl
1030,160,RM,21.0,1680,Pave,,Reg,Lvl
1031,190,RH,,7082,Pave,,Reg,Lvl
1032,75,RL,102.0,15863,Pave,,Reg,Lvl
1033,60,RL,,14541,Pave,,IR1,Lvl
1034,20,RL,,8125,Pave,,Reg,Lvl
1035,30,RL,50.0,6305,Pave,,Reg,Bnk
1036,20,RL,,11500,Pave,,IR1,Lvl
1037,20,RL,89.0,12898,Pave,,IR1,HLS
1038,60,RL,,9240,Pave,,Reg,Lvl
1039,160,RM,21.0,1533,Pave,,Reg,Lvl
1040,180,RM,21.0,1477,Pave,,Reg,Lvl
1041,20,RL,88.0,13125,Pave,,Reg,Lvl
1042,60,RL,,9130,Pave,,Reg,Lvl
1043,120,RL,34.0,5381,Pave,,IR1,Lvl
1044,60,RL,86.0,11839,Pave,,Reg,Lvl
1045,20,RL,80.0,9600,Pave,,Reg,Lvl
1046,20,RL,,13680,Pave,,IR1,Lvl
1047,60,RL,85.0,16056,Pave,,IR1,Lvl
1048,20,RL,57.0,9245,Pave,,IR2,Lvl
1049,20,RL,100.0,21750,Pave,,Reg,Lvl
1050,20,RL,60.0,11100,Pave,,Reg,Low
1051,20,RL,73.0,8993,Pave,,IR1,Lvl
1052,20,RL,103.0,11175,Pave,,IR1,Lvl
1053,60,RL,100.0,9500,Pave,,Reg,Lvl
1054,20,RL,68.0,8562,Pave,,Reg,Lvl
1055,60,RL,90.0,11367,Pave,,Reg,Lvl
1056,20,RL,104.0,11361,Pave,,Reg,Lvl
1057,120,RL,43.0,7052,Pave,,IR1,Lvl
1058,60,RL,,29959,Pave,,IR2,Lvl
1059,60,RL,96.0,11308,Pave,,IR1,Lvl
1060,50,RL,,11275,Pave,,IR1,HLS
1061,120,RL,41.0,4920,Pave,,Reg,Lvl
1062,30,C (all),120.0,18000,Grvl,,Reg,Low
1063,190,RM,85.0,13600,Pave,Grvl,Reg,Lvl
1064,30,RM,50.0,6000,Pave,,Reg,Lvl
1065,20,RL,,11000,Pave,,IR1,Lvl
1066,60,RL,80.0,14000,Pave,,Reg,Lvl
1067,60,RL,59.0,7837,Pave,,IR1,Lvl
1068,60,RL,80.0,9760,Pave,,Reg,Lvl
1069,160,RM,42.0,3964,Pave,,Reg,Lvl
1070,45,RL,60.0,9600,Pave,,Reg,Lvl
1071,20,RL,72.0,10152,Pave,,Reg,Lvl
1072,60,RL,78.0,11700,Pave,,Reg,Lvl
1073,50,RL,50.0,7585,Pave,,Reg,Lvl
1074,60,RL,75.0,7950,Pave,,IR1,Bnk
1075,20,RL,74.0,8556,Pave,,Reg,Lvl
1076,70,RL,75.0,13125,Pave,,Reg,Lvl
1077,50,RL,60.0,10800,Pave,Grvl,Reg,Lvl
1078,20,RL,,15870,Pave,,IR1,Lvl
1079,120,RM,37.0,4435,Pave,,Reg,Lvl
1080,20,RL,65.0,8775,Pave,,Reg,Lvl
1081,20,RL,80.0,11040,Pave,,Reg,Lvl
1082,20,RL,75.0,7500,Pave,,Reg,Lvl
1083,20,RL,70.0,8749,Pave,,Reg,Lvl
1084,20,RL,80.0,8800,Pave,,Reg,Lvl
1085,60,RL,,13031,Pave,,IR2,Lvl
1086,85,RL,73.0,9069,Pave,,Reg,Lvl
1087,160,RM,,1974,Pave,,Reg,Lvl
1088,60,FV,85.0,10574,Pave,,Reg,Lvl
1089,160,RM,24.0,2522,Pave,,Reg,Lvl
1090,120,FV,37.0,3316,Pave,Pave,IR1,Lvl
1091,90,RL,60.0,8544,Pave,,Reg,Lvl
1092,160,FV,24.0,2160,Pave,Pave,Reg,Lvl
1093,50,RL,60.0,8400,Pave,,Reg,Bnk
1094,20,RL,71.0,9230,Pave,,Reg,Lvl
1095,20,RL,74.0,5868,Pave,,Reg,Lvl
1096,20,RL,78.0,9317,Pave,,IR1,Lvl
1097,70,RM,60.0,6882,Pave,,Reg,Lvl
1098,120,RL,,3696,Pave,,Reg,Lvl
1099,50,RM,50.0,6000,Pave,,Reg,Lvl
1100,20,RL,82.0,11880,Pave,,IR1,Lvl
1101,30,RL,60.0,8400,Pave,,Reg,Bnk
1102,20,RL,61.0,9758,Pave,,IR1,Lvl
1103,20,RL,70.0,7000,Pave,,Reg,Lvl
1104,20,RL,79.0,8910,Pave,,Reg,Lvl
1105,160,RM,24.0,2016,Pave,,Reg,Lvl
1106,60,RL,98.0,12256,Pave,,IR1,Lvl
1107,20,RL,114.0,10357,Pave,,IR1,Lvl
1108,60,RL,168.0,23257,Pave,,IR3,HLS
1109,60,RL,,8063,Pave,,Reg,Lvl
1110,20,RL,107.0,11362,Pave,,IR1,Lvl
1111,60,RL,,8000,Pave,,Reg,Lvl
1112,60,RL,80.0,10480,Pave,,Reg,Lvl
1113,20,RL,73.0,7100,Pave,,IR1,Lvl
1114,20,RL,66.0,8923,Pave,,Reg,Lvl
1115,20,RL,90.0,5400,Pave,,Reg,Lvl
1116,20,RL,93.0,12085,Pave,,Reg,Lvl
1117,80,RL,,7750,Pave,,Reg,Lvl
1118,20,RL,57.0,9764,Pave,,IR1,Lvl
1119,80,RL,85.0,13825,Pave,,Reg,Lvl
1120,20,RL,70.0,7560,Pave,,Reg,Lvl
1121,30,RM,59.0,8263,Pave,,Reg,Bnk
1122,20,RL,84.0,10084,Pave,,Reg,Lvl
1123,20,RL,,8926,Pave,,IR1,Lvl
1124,20,RL,50.0,9405,Pave,,Reg,Lvl
1125,80,RL,,9125,Pave,,IR1,Lvl
1126,20,RL,60.0,10434,Pave,,Reg,Lvl
1127,120,RL,53.0,3684,Pave,,Reg,Lvl
1128,20,RL,182.0,14572,Pave,,IR3,Lvl
1129,60,RL,59.0,11796,Pave,,IR1,Lvl
1130,90,RM,60.0,7200,Pave,Grvl,Reg,Lvl
1131,50,RL,65.0,7804,Pave,,Reg,Lvl
1132,20,RL,63.0,10712,Pave,,Reg,Lvl
1133,70,RM,90.0,9900,Pave,,Reg,Lvl
1134,60,RL,80.0,9828,Pave,,IR1,Lvl
1135,60,RL,57.0,8773,Pave,,IR1,HLS
1136,30,RM,60.0,6180,Pave,,Reg,Lvl
1137,50,RL,80.0,9600,Pave,,Reg,Lvl
1138,50,RL,54.0,6342,Pave,,Reg,Lvl
1139,20,RL,,9819,Pave,,IR1,Lvl
1140,30,RL,98.0,8731,Pave,,IR1,Lvl
1141,20,RL,60.0,7350,Pave,,Reg,Lvl
1142,60,RL,,10304,Pave,,IR1,Lvl
1143,60,RL,77.0,9965,Pave,,Reg,Lvl
1144,20,RL,,9000,Pave,,Reg,Lvl
1145,190,RL,60.0,12180,Pave,,Reg,Lvl
1146,50,RM,52.0,6240,Pave,,Reg,Lvl
1147,20,RL,,11200,Pave,,Reg,Lvl
1148,70,RL,75.0,12000,Pave,,Reg,Bnk
1149,50,RM,,5700,Pave,,Reg,Lvl
1150,70,RM,50.0,9000,Pave,,Reg,Lvl
1151,20,RL,57.0,8280,Pave,,IR1,Lvl
1152,20,RL,134.0,17755,Pave,,Reg,Lvl
1153,20,RL,90.0,14115,Pave,,IR1,Lvl
1154,30,RM,,5890,Pave,,Reg,Lvl
1155,60,RL,,13700,Pave,,IR1,Lvl
1156,20,RL,90.0,10768,Pave,,IR1,Lvl
1157,80,RL,85.0,9350,Pave,,Reg,Lvl
1158,120,RL,34.0,5001,Pave,,IR1,Lvl
1159,20,RL,92.0,11932,Pave,,Reg,Lvl
1160,60,RL,76.0,9120,Pave,,Reg,Lvl
1161,160,RL,24.0,2280,Pave,,Reg,Lvl
1162,20,RL,,14778,Pave,,IR1,Low
1163,20,RL,109.0,8724,Pave,,Reg,Lvl
1164,90,RL,60.0,12900,Pave,,Reg,Lvl
1165,80,RL,,16157,Pave,,IR1,Lvl
1166,20,RL,79.0,9541,Pave,,IR1,Lvl
1167,20,RL,64.0,10475,Pave,,IR1,Lvl
1168,60,RL,58.0,10852,Pave,,IR1,Lvl
1169,70,RL,120.0,13728,Pave,,Reg,Lvl
1170,60,RL,118.0,35760,Pave,,IR1,Lvl
1171,80,RL,76.0,9880,Pave,,Reg,Lvl
1172,20,RL,76.0,9120,Pave,,Reg,Lvl
1173,160,FV,35.0,4017,Pave,Pave,IR1,Lvl
1174,50,RL,138.0,18030,Pave,,IR1,Bnk
1175,70,RL,80.0,16560,Pave,,IR1,Lvl
1176,50,RL,85.0,10678,Pave,,Reg,Lvl
1177,20,RL,37.0,6951,Pave,,IR1,Lvl
1178,50,RM,,3950,Pave,Grvl,Reg,Bnk
1179,50,RL,54.0,7681,Pave,,IR1,Lvl
1180,20,RL,77.0,8335,Pave,,Reg,Lvl
1181,60,RL,,11170,Pave,,IR2,Lvl
1182,120,RM,64.0,5587,Pave,,IR1,HLS
1183,60,RL,160.0,15623,Pave,,IR1,Lvl
1184,30,RL,60.0,10800,Pave,Grvl,Reg,Lvl
1185,20,RL,50.0,35133,Grvl,,Reg,Lvl
1186,50,RL,60.0,9738,Pave,,Reg,Lvl
1187,190,RL,107.0,10615,Pave,,IR1,Bnk
1188,20,RL,89.0,12461,Pave,,Reg,Lvl
1189,60,RL,68.0,8935,Pave,,IR1,Lvl
1190,60,RL,60.0,7500,Pave,,Reg,Lvl
1191,190,RL,,32463,Pave,,Reg,Low
1192,160,FV,24.0,2645,Pave,Pave,Reg,Lvl
1193,50,RM,60.0,9600,Pave,Grvl,Reg,Lvl
1194,120,RM,,4500,Pave,,Reg,Lvl
1195,60,RL,80.0,9364,Pave,,Reg,Lvl
1196,60,RL,51.0,8029,Pave,,IR1,Lvl
1197,60,RL,58.0,14054,Pave,,IR1,Lvl
1198,75,RM,65.0,8850,Pave,,IR1,Bnk
1199,20,RL,70.0,9100,Pave,,Reg,Lvl
1200,20,RL,75.0,11235,Pave,,Reg,Lvl
1201,20,RL,71.0,9353,Pave,,Reg,Lvl
1202,60,RL,80.0,10400,Pave,,Reg,Lvl
1203,50,RM,50.0,6000,Pave,,Reg,Lvl
1204,20,RL,75.0,9750,Pave,,Reg,Lvl
1205,20,RL,78.0,10140,Pave,,Reg,Lvl
1206,20,RL,90.0,14684,Pave,,IR1,Lvl
1207,20,RH,,8900,Pave,,Reg,Lvl
1208,20,RL,70.0,9135,Pave,,Reg,Lvl
1209,20,RL,70.0,7763,Pave,,Reg,Lvl
1210,20,RL,85.0,10182,Pave,,IR1,Lvl
1211,60,RL,70.0,11218,Pave,,Reg,Lvl
1212,50,RL,152.0,12134,Pave,,IR1,Bnk
1213,30,RL,50.0,9340,Pave,,Reg,Lvl
1214,80,RL,,10246,Pave,,IR1,Lvl
1215,85,RL,69.0,10205,Pave,,IR1,Lvl
1216,20,RL,99.0,7094,Pave,,IR1,Lvl
1217,90,RM,68.0,8930,Pave,,Reg,Lvl
1218,20,FV,72.0,8640,Pave,,Reg,Lvl
1219,50,RM,52.0,6240,Pave,,Reg,Lvl
1220,160,RM,21.0,1680,Pave,,Reg,Lvl
1221,20,RL,66.0,7800,Pave,,IR1,Lvl
1222,20,RL,55.0,8250,Pave,,Reg,Lvl
1223,50,RL,78.0,10496,Pave,,Reg,Lvl
1224,20,RL,89.0,10680,Pave,,Reg,Lvl
1225,60,RL,60.0,15384,Pave,,IR1,Lvl
1226,80,RL,65.0,10482,Pave,,Reg,Lvl
1227,60,RL,86.0,14598,Pave,,IR1,Lvl
1228,20,RL,72.0,8872,Pave,,Reg,Lvl
1229,120,RL,65.0,8769,Pave,,Reg,Lvl
1230,80,RL,70.0,7910,Pave,,Reg,Lvl
1231,90,RL,,18890,Pave,,IR1,Lvl
1232,90,RL,70.0,7728,Pave,,Reg,Lvl
1233,90,RL,70.0,9842,Pave,,Reg,Lvl
1234,20,RL,,12160,Pave,,IR1,Lvl
1235,70,RH,55.0,8525,Pave,,Reg,Bnk
1236,70,RL,96.0,13132,Pave,,Reg,Lvl
1237,160,RL,36.0,2628,Pave,,Reg,Lvl
1238,60,RL,41.0,12393,Pave,,IR2,Lvl
1239,20,RL,63.0,13072,Pave,,Reg,Lvl
1240,20,RL,64.0,9037,Pave,,IR1,HLS
1241,60,RL,65.0,8158,Pave,,Reg,Lvl
1242,20,RL,83.0,9849,Pave,,Reg,Lvl
1243,85,RL,85.0,10625,Pave,,Reg,Lvl
1244,20,RL,107.0,13891,Pave,,Reg,Lvl
1245,70,RL,,11435,Pave,,IR1,HLS
1246,80,RL,78.0,12090,Pave,,Reg,Lvl
1247,60,FV,65.0,8125,Pave,,Reg,Lvl
1248,80,RL,,12328,Pave,,IR1,Lvl
1249,75,RM,60.0,9600,Pave,Grvl,Reg,Lvl
1250,20,RL,60.0,7200,Pave,,Reg,Lvl
1251,20,RL,93.0,11160,Pave,,Reg,Lvl
1252,120,RL,,3136,Pave,,IR1,Lvl
1253,20,RL,62.0,9858,Pave,,Reg,Lvl
1254,60,RL,,17542,Pave,,IR1,Lvl
1255,60,RL,60.0,6931,Pave,,Reg,Lvl
1256,50,RM,52.0,6240,Pave,,Reg,Lvl
1257,20,RL,91.0,14303,Pave,,IR1,Lvl
1258,30,RL,56.0,4060,Pave,,Reg,Lvl
1259,80,RL,59.0,9587,Pave,,IR1,Lvl
1260,20,RL,65.0,9750,Pave,,Reg,Lvl
1261,60,RL,,24682,Pave,,IR3,Lvl
1262,20,RL,80.0,9600,Pave,,Reg,Lvl
1263,50,RL,,11250,Pave,,Reg,Lvl
1264,70,RL,60.0,13515,Pave,Pave,Reg,Lvl
1265,120,RH,34.0,4060,Pave,,Reg,Lvl
1266,160,FV,35.0,3735,Pave,,Reg,Lvl
1267,190,RM,60.0,10120,Pave,,IR1,Bnk
1268,20,RL,89.0,13214,Pave,,IR1,HLS
1269,50,RL,,14100,Pave,,IR1,Lvl
1270,50,RL,78.0,11344,Pave,,Reg,Lvl
1271,40,RL,,23595,Pave,,Reg,Low
1272,20,RL,,9156,Pave,,IR1,Lvl
1273,20,RL,,13526,Pave,,IR1,Lvl
1274,80,RL,124.0,11512,Pave,,IR1,Lvl
1275,50,RL,53.0,5362,Pave,,Reg,Lvl
1276,90,RL,95.0,11345,Pave,,Reg,Lvl
1277,60,RL,,12936,Pave,,IR1,Lvl
1278,80,RL,,17871,Pave,,IR1,Lvl
1279,60,RL,75.0,9473,Pave,,Reg,Lvl
1280,50,C (all),60.0,7500,Pave,,Reg,Lvl
1281,20,RL,67.0,9808,Pave,,IR1,Lvl
1282,20,RL,50.0,8049,Pave,,IR1,Lvl
1283,20,RL,61.0,8800,Pave,,IR1,Lvl
1284,90,RL,94.0,9400,Pave,,Reg,Low
1285,50,RL,50.0,9638,Pave,,Reg,Lvl
1286,50,RM,50.0,6000,Pave,,Reg,Lvl
1287,20,RL,,9790,Pave,,Reg,Lvl
1288,20,RL,,36500,Pave,,IR1,Low
1289,120,RL,40.0,5664,Pave,,IR1,Lvl
1290,60,RL,86.0,11065,Pave,,IR1,Lvl
1291,80,RL,,14112,Pave,,IR1,Lvl
1292,160,RM,21.0,1680,Pave,,Reg,Lvl
1293,70,RM,60.0,6600,Pave,,Reg,Lvl
1294,60,RL,78.0,10140,Pave,,Reg,Lvl
1295,20,RL,60.0,8172,Pave,,Reg,Lvl
1296,20,RL,70.0,8400,Pave,,Reg,Lvl
1297,20,RL,80.0,8700,Pave,,Reg,Lvl
1298,180,RM,35.0,3675,Pave,,Reg,Lvl
1299,60,RL,313.0,63887,Pave,,IR3,Bnk
1300,20,RL,75.0,7500,Pave,,Reg,Lvl
1301,60,RL,,10762,Pave,,IR1,Lvl
1302,70,RL,,7500,Pave,,IR1,Bnk
1303,60,RL,92.0,10120,Pave,,Reg,Lvl
1304,20,RL,73.0,8688,Pave,,Reg,Lvl
1305,160,RM,32.0,3363,Pave,,Reg,Lvl
1306,20,RL,108.0,13173,Pave,,IR1,Lvl
1307,120,RL,48.0,6955,Pave,,IR1,Lvl
1308,20,RL,60.0,8072,Pave,,Reg,Lvl
1309,20,RM,100.0,12000,Pave,,Reg,Lvl
1310,20,RL,,7153,Pave,,Reg,Lvl
1311,20,RL,100.0,17500,Pave,,Reg,Lvl
1312,20,RL,68.0,8814,Pave,,Reg,Lvl
1313,60,RL,,9572,Pave,,IR1,Lvl
1314,60,RL,108.0,14774,Pave,,IR1,Lvl
1315,20,RL,60.0,8190,Pave,,Reg,Lvl
1316,60,RL,85.0,11075,Pave,,Reg,Lvl
1317,20,RL,61.0,10226,Pave,,IR1,Lvl
1318,120,FV,47.0,4230,Pave,Pave,Reg,Lvl
1319,20,RL,,14781,Pave,,IR2,Lvl
1320,20,RL,75.0,10215,Pave,,Reg,Bnk
1321,20,RL,70.0,8400,Pave,,Reg,Lvl
1322,20,RL,,6627,Pave,,IR1,Lvl
1323,60,RL,107.0,10186,Pave,,IR1,Lvl
1324,30,RL,50.0,5330,Pave,,Reg,HLS
1325,20,RL,75.0,9986,Pave,,Reg,Lvl
1326,30,RM,40.0,3636,Pave,,Reg,Lvl
1327,30,RH,70.0,4270,Pave,,Reg,Bnk
1328,20,RL,60.0,6600,Pave,,Reg,Lvl
1329,50,RM,60.0,10440,Pave,Grvl,Reg,Lvl
1330,60,RL,63.0,9084,Pave,,IR1,Lvl
1331,20,RL,85.0,10000,Pave,,Reg,Lvl
1332,80,RL,55.0,10780,Pave,,IR1,Lvl
1333,20,RL,67.0,8877,Pave,,Reg,Lvl
1334,50,RM,60.0,7200,Pave,,Reg,Lvl
1335,160,RM,24.0,2368,Pave,,Reg,Lvl
1336,20,RL,80.0,9650,Pave,,Reg,Lvl
1337,90,RL,87.0,9246,Pave,,IR1,Lvl
1338,30,RM,153.0,4118,Pave,Grvl,IR1,Bnk
1339,60,RL,95.0,13450,Pave,,IR1,Lvl
1340,20,RL,120.0,9560,Pave,,IR1,Lvl
1341,20,RL,70.0,8294,Pave,,Reg,Lvl
1342,20,RL,66.0,13695,Pave,,Reg,Lvl
1343,60,RL,,9375,Pave,,Reg,Lvl
1344,50,RL,57.0,7558,Pave,,Reg,Bnk
1345,60,RL,85.0,11103,Pave,,IR1,Lvl
1346,30,RM,50.0,6000,Pave,,Reg,Lvl
1347,20,RL,,20781,Pave,,IR2,Lvl
1348,20,RL,93.0,15306,Pave,,IR1,HLS
1349,20,RL,,16196,Pave,,IR3,Low
1350,70,RM,50.0,5250,Pave,Pave,Reg,Lvl
1351,90,RL,91.0,11643,Pave,,Reg,Lvl
1352,60,RL,70.0,9247,Pave,,IR1,Lvl
1353,50,RM,50.0,6000,Pave,,Reg,Lvl
1354,50,RL,56.0,14720,Pave,,IR1,Lvl
1355,60,RL,,10316,Pave,,IR1,Lvl
1356,80,RL,102.0,10192,Pave,,IR1,Lvl
1357,20,RL,,9477,Pave,,Reg,Lvl
1358,20,RL,,12537,Pave,,IR1,Lvl
1359,160,FV,,2117,Pave,,Reg,Lvl
1360,20,RL,129.0,16737,Pave,,Reg,Lvl
1361,70,RL,51.0,9842,Pave,,Reg,Lvl
1362,20,RL,124.0,16158,Pave,,IR1,Low
1363,50,RL,,12513,Pave,,IR1,Lvl
1364,60,RL,73.0,8499,Pave,,IR1,Lvl
1365,160,FV,30.0,3180,Pave,Pave,Reg,Lvl
1366,60,FV,,7500,Pave,,Reg,Lvl
1367,60,RL,68.0,9179,Pave,,IR1,Lvl
1368,160,RM,41.0,2665,Pave,,Reg,Lvl
1369,120,RM,,4435,Pave,,Reg,Lvl
1370,20,RL,48.0,10635,Pave,,IR2,Lvl
1371,50,RL,90.0,5400,Pave,,Reg,Lvl
1372,80,RL,80.0,9600,Pave,,Reg,Lvl
1373,60,RL,75.0,9750,Pave,,Reg,Lvl
1374,20,RL,,11400,Pave,,Reg,Lvl
1375,60,FV,85.0,10625,Pave,,Reg,Lvl
1376,20,RL,89.0,10991,Pave,,IR1,HLS
1377,30,RL,52.0,6292,Pave,,Reg,Bnk
1378,50,RL,60.0,10998,Pave,Grvl,Reg,Lvl
1379,160,RM,21.0,1953,Pave,,Reg,Lvl
1380,80,RL,73.0,9735,Pave,,Reg,Lvl
1381,30,RL,45.0,8212,Pave,Grvl,Reg,Lvl
1382,20,RL,,12925,Pave,,IR1,Lvl
1383,70,RM,60.0,7200,Pave,,Reg,Lvl
1384,30,RL,,25339,Pave,,Reg,Lvl
1385,50,RL,60.0,9060,Pave,,Reg,Lvl
1386,50,RM,40.0,5436,Pave,,Reg,Lvl
1387,60,RL,80.0,16692,Pave,,IR1,Lvl
1388,50,RM,60.0,8520,Pave,Grvl,Reg,Lvl
1389,20,RL,42.0,14892,Pave,,IR1,HLS
1390,50,RM,60.0,6000,Pave,,Reg,Lvl
1391,20,RL,70.0,9100,Pave,,Reg,Lvl
1392,90,RL,65.0,8944,Pave,,Reg,Lvl
1393,85,RL,68.0,7838,Pave,,Reg,Lvl
1394,190,RM,60.0,10800,Pave,Pave,Reg,Lvl
1395,120,RL,53.0,4045,Pave,,Reg,Lvl
1396,60,RL,88.0,12665,Pave,,IR1,Lvl
1397,20,RL,,57200,Pave,,IR1,Bnk
1398,70,RM,51.0,6120,Pave,,Reg,Lvl
1399,50,RL,60.0,7200,Pave,,Reg,Lvl
1400,50,RL,51.0,6171,Pave,,Reg,Lvl
1401,50,RM,50.0,6000,Pave,,Reg,Lvl
1402,60,RL,62.0,7415,Pave,,IR1,Lvl
1403,20,RL,64.0,6762,Pave,,Reg,Lvl
1404,20,RL,49.0,15256,Pave,,IR1,Lvl
1405,50,RL,60.0,10410,Pave,Grvl,Reg,Lvl
1406,120,RM,44.0,3842,Pave,,IR1,HLS
1407,85,RL,70.0,8445,Pave,,Reg,Lvl
1408,20,RL,,8780,Pave,,IR1,Lvl
1409,70,RM,60.0,7740,Pave,,Reg,Lvl
1410,60,RL,46.0,20544,Pave,,IR1,Lvl
1411,60,RL,79.0,12420,Pave,,Reg,Lvl
1412,50,RL,80.0,9600,Pave,,Reg,Lvl
1413,90,RL,60.0,7200,Pave,,Reg,Lvl
1414,20,RL,88.0,10994,Pave,,IR1,Lvl
1415,50,RL,64.0,13053,Pave,Pave,Reg,Bnk
1416,120,RL,51.0,3635,Pave,,Reg,Lvl
1417,190,RM,60.0,11340,Pave,,Reg,Lvl
1418,60,RL,,16545,Pave,,IR1,Lvl
1419,20,RL,71.0,9204,Pave,,Reg,Lvl
1420,20,RL,,16381,Pave,,IR1,Lvl
1421,60,RL,90.0,11700,Pave,,Reg,Lvl
1422,120,RL,53.0,4043,Pave,,Reg,Lvl
1423,120,RM,37.0,4435,Pave,,Reg,Lvl
1424,80,RL,,19690,Pave,,IR1,Lvl
1425,20,RL,,9503,Pave,,Reg,Lvl
1426,20,RL,80.0,10721,Pave,,IR1,Lvl
1427,60,RL,81.0,10944,Pave,,IR1,Lvl
1428,50,RL,60.0,10930,Pave,Grvl,Reg,Bnk
1429,30,RM,60.0,7200,Pave,,Reg,Lvl
1430,20,RL,,12546,Pave,,IR1,Lvl
1431,60,RL,60.0,21930,Pave,,IR3,Lvl
1432,120,RL,,4928,Pave,,IR1,Lvl
1433,30,RL,60.0,10800,Pave,Grvl,Reg,Lvl
1434,60,RL,93.0,10261,Pave,,IR1,Lvl
1435,20,RL,80.0,17400,Pave,,Reg,Low
1436,20,RL,80.0,8400,Pave,,Reg,Lvl
1437,20,RL,60.0,9000,Pave,,Reg,Lvl
1438,20,RL,96.0,12444,Pave,,Reg,Lvl
1439,20,RM,90.0,7407,Pave,,Reg,Lvl
1440,60,RL,80.0,11584,Pave,,Reg,Lvl
1441,70,RL,79.0,11526,Pave,,IR1,Bnk
1442,120,RM,,4426,Pave,,Reg,Lvl
1443,60,FV,85.0,11003,Pave,,Reg,Lvl
1444,30,RL,,8854,Pave,,Reg,Lvl
1445,20,RL,63.0,8500,Pave,,Reg,Lvl
1446,85,RL,70.0,8400,Pave,,Reg,Lvl
1447,20,RL,,26142,Pave,,IR1,Lvl
1448,60,RL,80.0,10000,Pave,,Reg,Lvl
1449,50,RL,70.0,11767,Pave,,Reg,Lvl
1450,180,RM,21.0,1533,Pave,,Reg,Lvl
1451,90,RL,60.0,9000,Pave,,Reg,Lvl
1452,20,RL,78.0,9262,Pave,,Reg,Lvl
1453,180,RM,35.0,3675,Pave,,Reg,Lvl
1454,20,RL,90.0,17217,Pave,,Reg,Lvl
1455,20,FV,62.0,7500,Pave,Pave,Reg,Lvl
1456,60,RL,62.0,7917,Pave,,Reg,Lvl
1457,20,RL,85.0,13175,Pave,,Reg,Lvl
1458,70,RL,66.0,9042,Pave,,Reg,Lvl
1459,20,RL,68.0,9717,Pave,,Reg,Lvl
1460,20,RL,75.0,9937,Pave,,Reg,Lvl
